lakeid,trans,dist,setdate,coldate,daysout,trayweight,dw_tray,dw,fract_bgch,fract_smch,fract_simu,bgch,smch,simu,comments,comments.2
myv,vin,50,2008-07-26,2008-08-02,7,NA,NA,NA,1,1,1,0,2043.311212,0,NA,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,vin,150,2008-07-26,2008-08-02,7,NA,NA,NA,1,1,1,0,1052.217953,0,NA,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
hel,hel1,5,2008-07-25,2008-08-05,11,NA,NA,NA,1,1,1,0,32,0,NA,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
hel,hel1,50,2008-07-25,2008-08-05,11,NA,NA,NA,1,1,1,0,16,0,NA,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
hel,hel1,150,2008-07-25,2008-08-05,11,NA,NA,NA,1,1,1,0,26,0,NA,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
hel,hel1,500,2008-07-25,2008-08-05,11,NA,NA,NA,1,1,1,0,24,0,NA,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
hel,hel2,5,2008-07-25,2008-08-05,11,NA,NA,NA,1,1,1,0,64,0,NA,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
hel,hel2,50,2008-07-25,2008-08-05,11,NA,NA,NA,1,1,1,0,27,0,NA,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
hel,hel2,150,2008-07-25,2008-08-05,11,NA,NA,NA,1,1,1,0,15,0,NA,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
hel,hel2,500,2008-07-25,2008-08-05,11,NA,NA,NA,1,1,1,0,3,0,NA,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,flg,5,2008-07-26,2008-08-05,10,NA,NA,NA,1,1,1,0,401,0,NA,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,flg,50,2008-07-26,2008-08-05,10,NA,NA,NA,1,1,1,0,404,0,NA,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,flg,150,2008-07-26,2008-08-05,10,NA,NA,NA,1,1,1,0,41,0,NA,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,flg,500,2008-07-26,2008-08-05,10,NA,NA,NA,1,1,1,0,17,0,NA,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,skf,5,2008-07-26,2008-08-06,11,NA,NA,NA,1,1,1,0,5099.545931,0,NA,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,skf,50,2008-07-26,2008-08-06,11,NA,NA,NA,1,1,1,5,5134.474328,0,NA,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,skf,150,2008-07-26,2008-08-06,11,NA,NA,NA,1,1,1,8,621,0,NA,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,skf,500,2008-07-26,2008-08-06,11,NA,NA,NA,1,1,1,7,467,0,NA,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,btl,5,2008-07-26,2008-08-07,12,NA,NA,NA,1,1,1,0,3527.768075,0,NA,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,btl,50,2008-07-26,2008-08-07,12,NA,NA,NA,1,1,1,0,2252.881593,0,NA,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,btl,150,2008-07-26,2008-08-07,12,NA,NA,NA,1,1,1,0,1193.38689,0,NA,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,kal,5,2008-07-26,2008-08-07,12,NA,NA,NA,1,1,1,0,1519.38526,0,NA,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,kal,50,2008-07-26,2008-08-07,12,NA,NA,NA,1,1,1,0,124,0,NA,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,kal,150,2008-07-26,2008-08-07,12,NA,NA,NA,1,1,1,0,236,0,NA,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,non,5,2008-07-26,2008-08-07,12,NA,NA,NA,1,1,1,0,2104.435906,0,NA,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,non,50,2008-07-26,2008-08-07,12,NA,NA,NA,1,1,1,0,1122.074747,0,NA,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,non,150,2008-07-26,2008-08-07,12,NA,NA,NA,1,1,1,0,247,0,NA,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,hag,5,2008-07-26,2008-08-09,14,NA,NA,NA,1,1,1,0,5588.543486,0,NA,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,hag,50,2008-07-26,2008-08-09,14,NA,NA,NA,1,1,1,0,3807.19525,0,NA,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,hag,150,2008-07-26,2008-08-09,14,NA,NA,NA,1,1,1,0,2968.913727,0,NA,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,hag,500,2008-07-26,2008-08-09,14,NA,NA,NA,1,1,1,0,404,0,NA,"There was no subsample value given, but clearly some of these midge counts were calculated by a subsample. I have assigned a subsample value of 1 for all, because of this reason."
myv,btl,5,2009-05-23,2009-06-01,9,NA,NA,NA,1,1,1,3,27,0,NA,NA
myv,btl,50,2009-05-23,2009-06-01,9,NA,NA,NA,1,1,1,2,9,0,NA,NA
myv,btl,150,2009-05-23,2009-06-01,9,NA,NA,NA,1,1,1,0,7,0,NA,NA
myv,flg,5,2009-05-23,2009-06-01,9,NA,NA,NA,1,1,1,10,84,0,NA,NA
myv,flg,50,2009-05-23,2009-06-01,9,NA,NA,NA,1,1,1,27,58,0,NA,NA
myv,flg,150,2009-05-23,2009-06-01,9,NA,NA,NA,1,1,1,39,33,0,NA,NA
myv,flg,500,2009-05-23,2009-06-01,9,NA,NA,NA,1,1,1,1,17,0,NA,NA
myv,hag,5,2009-05-24,2009-06-01,8,NA,NA,NA,1,1,1,0,15,13,NA,NA
myv,hag,50,2009-05-24,2009-06-01,8,NA,NA,NA,1,1,1,1,6,0,NA,NA
myv,hag,150,2009-05-24,2009-06-01,8,NA,NA,NA,1,1,1,0,13,0,NA,NA
myv,hag,500,2009-05-24,2009-06-01,8,NA,NA,NA,1,1,1,NA,NA,NA,"cup found on ground, wind?",NA
myv,kal,5,2009-05-23,2009-06-01,9,NA,NA,NA,1,1,1,12,424,0,NA,NA
myv,kal,50,2009-05-23,2009-06-01,9,NA,NA,NA,1,1,1,34,28,0,NA,NA
myv,kal,150,2009-05-23,2009-06-01,9,NA,NA,NA,1,1,1,21,30,0,NA,NA
myv,non,5,2009-05-23,2009-06-01,9,NA,NA,NA,1,1,1,28,1235,1,NA,NA
myv,non,50,2009-05-23,2009-06-01,9,NA,NA,NA,1,1,1,64,46,2,NA,NA
myv,non,150,2009-05-23,2009-06-01,9,NA,NA,NA,1,1,1,16,6,0,NA,NA
myv,skf,5,2009-05-23,2009-06-01,9,NA,NA,NA,1,1,1,2,131,3,NA,NA
myv,skf,50,2009-05-23,2009-06-01,9,NA,NA,NA,1,1,1,2,64,1,NA,NA
myv,skf,150,2009-05-23,2009-06-01,8,NA,NA,NA,1,1,1,1,79,1,NA,NA
myv,skf,500,2009-05-23,2009-06-01,8,NA,NA,NA,1,1,1,0,28,0,NA,NA
myv,vin,5,2009-05-23,2009-06-01,9,NA,NA,NA,1,1,1,80,341,2,NA,NA
myv,vin,50,2009-05-23,2009-06-01,9,NA,NA,NA,1,1,1,38,132,1,NA,NA
myv,vin,150,2009-05-23,2009-06-01,9,NA,NA,NA,1,1,1,36,39,1,NA,NA
hel,hel1,5,2009-05-24,2009-06-07,14,NA,NA,NA,1,1,1,56,65,0,NA,NA
hel,hel1,50,2009-05-24,2009-06-07,14,NA,NA,NA,1,1,1,7,31,0,NA,NA
hel,hel1,150,2009-05-24,2009-06-07,14,NA,NA,NA,1,1,1,4,57,0,NA,NA
hel,hel1,500,2009-05-24,2009-06-07,14,NA,NA,NA,1,1,1,0,14,0,NA,NA
hel,hel2,5,2009-05-24,2009-06-07,14,NA,NA,NA,1,1,1,22,37,0,NA,NA
hel,hel2,50,2009-05-24,2009-06-07,14,NA,NA,NA,1,1,1,21,73,0,NA,NA
hel,hel2,150,2009-05-24,2009-06-07,8,NA,NA,NA,1,1,1,2,23,0,NA,NA
hel,hel2,500,2009-05-24,2009-06-07,8,NA,NA,NA,1,1,1,2,18,0,NA,NA
myv,btl,5,2009-06-01,2009-06-09,8,NA,NA,NA,1,0.05726,1,181,213,3,NA,NA
myv,btl,50,2009-06-01,2009-06-09,8,NA,NA,NA,0.2863,0.11452,1,234,377,2,NA,NA
myv,btl,150,2009-06-01,2009-06-09,8,NA,NA,NA,1,0.17178,1,340,304,1,NA,NA
myv,flg,5,2009-06-01,2009-06-09,8,NA,NA,NA,1,1,1,33,159,0,NA,NA
myv,flg,50,2009-06-01,2009-06-09,8,NA,NA,NA,1,1,1,58,130,1,NA,NA
myv,flg,150,2009-06-01,2009-06-09,8,NA,NA,NA,1,1,1,61,53,0,NA,NA
myv,flg,500,2009-06-01,2009-06-09,8,NA,NA,NA,1,1,1,7,19,0,NA,NA
myv,hag,5,2009-06-01,2009-06-09,8,NA,NA,NA,1,0.02247,1,183,269,3,NA,NA
myv,hag,50,2009-06-01,2009-06-09,8,NA,NA,NA,0.22904,0.05726,1,270,301,0,NA,NA
myv,hag,150,2009-06-01,2009-06-09,8,NA,NA,NA,0.45808,0.11452,1,216,237,4,NA,NA
myv,hag,500,2009-06-01,2009-06-09,8,NA,NA,NA,1,1,1,478,61,35,NA,NA
myv,kal,5,2009-06-01,2009-06-09,8,NA,NA,NA,1,0.11452,1,56,336,0,NA,NA
myv,kal,50,2009-06-01,2009-06-09,8,NA,NA,NA,1,0.11452,1,348,296,0,NA,NA
myv,kal,150,2009-06-01,2009-06-09,8,NA,NA,NA,0.2863,0.11452,1,209,228,0,NA,NA
myv,non,5,2009-06-01,2009-06-09,8,NA,NA,NA,0.05726,0.05726,1,17,892,2,NA,NA
myv,non,50,2009-06-01,2009-06-09,8,NA,NA,NA,0.33705,0.11235,1,210,254,0,NA,NA
myv,non,150,2009-06-01,2009-06-09,8,NA,NA,NA,1,0.40082,1,426,241,0,NA,NA
myv,skf,5,2009-06-01,2009-06-09,8,NA,NA,NA,1,0.05726,1,88,220,16,NA,NA
myv,skf,50,2009-06-01,2009-06-09,8,NA,NA,NA,1,0.17178,1,121,222,5,NA,NA
myv,skf,150,2009-06-01,2009-06-09,8,NA,NA,NA,1,1,1,83,399,1,NA,NA
myv,skf,500,2009-06-01,2009-06-09,8,NA,NA,NA,1,1,1,17,67,0,NA,NA
myv,vin,5,2009-06-01,2009-06-09,8,NA,NA,NA,0.45808,0.11452,1,273,390,2,NA,NA
myv,vin,50,2009-06-01,2009-06-09,8,NA,NA,NA,1,1,1,204,540,12,NA,NA
myv,vin,150,2009-06-01,2009-06-09,8,NA,NA,NA,1,1,1,191,196,10,NA,NA
myv,btl,5,2009-06-09,2009-06-16,7,NA,NA,NA,1,0.05726,1,90,0,0,NA,NA
myv,btl,50,2009-06-09,2009-06-16,7,NA,NA,NA,1,0.05726,1,296,340,2,NA,NA
myv,btl,150,2009-06-09,2009-06-16,7,NA,NA,NA,1,0.11452,1,140,365,7,NA,NA
myv,flg,5,2009-06-09,2009-06-16,7,NA,NA,NA,1,1,1,3,127,1,NA,NA
myv,flg,50,2009-06-09,2009-06-16,7,NA,NA,NA,1,1,1,14,242,1,NA,NA
myv,flg,150,2009-06-09,2009-06-16,7,NA,NA,NA,1,1,1,12,70,0,NA,NA
myv,flg,500,2009-06-09,2009-06-16,7,NA,NA,NA,1,1,1,1,36,1,NA,NA
myv,hag,5,2009-06-09,2009-06-16,7,NA,NA,NA,1,0.05726,1,129,310,19,NA,NA
myv,hag,50,2009-06-09,2009-06-16,7,NA,NA,NA,1,0.11452,1,186,259,23,NA,NA
myv,hag,150,2009-06-09,2009-06-16,7,NA,NA,NA,1,0.11452,1,141,236,10,NA,NA
myv,hag,500,2009-06-09,2009-06-16,7,NA,NA,NA,1,1,1,36,483,33,NA,NA
myv,kal,5,2009-06-09,2009-06-16,7,NA,NA,NA,1,0.05726,1,38,318,0,NA,NA
myv,kal,50,2009-06-09,2009-06-16,7,NA,NA,NA,1,0.11452,1,116,350,3,NA,NA
myv,kal,150,2009-06-09,2009-06-16,7,NA,NA,NA,1,0.05726,1,201,211,0,NA,NA
myv,non,5,2009-06-09,2009-06-16,7,NA,NA,NA,1,0.05726,1,49,224,0,NA,NA
myv,non,50,2009-06-09,2009-06-16,7,NA,NA,NA,1,0.05726,1,159,206,2,NA,NA
myv,non,150,2009-06-09,2009-06-16,7,NA,NA,NA,1,0.11452,1,215,252,3,NA,NA
myv,skf,5,2009-06-09,2009-06-16,7,NA,NA,NA,1,0.22904,1,36,265,27,NA,NA
myv,skf,50,2009-06-09,2009-06-16,7,NA,NA,NA,1,1,1,45,415,20,NA,NA
myv,skf,150,2009-06-09,2009-06-16,7,NA,NA,NA,1,1,1,22,120,8,NA,NA
myv,skf,500,2009-06-09,2009-06-16,7,NA,NA,NA,1,1,1,7,18,2,NA,NA
myv,vin,5,2009-06-09,2009-06-16,7,NA,NA,NA,1,0.05726,1,127,208,10,NA,NA
myv,vin,50,2009-06-09,2009-06-16,7,NA,NA,NA,1,1,1,66,491,13,NA,NA
myv,vin,150,2009-06-09,2009-06-16,7,NA,NA,NA,1,1,1,41,163,21,NA,NA
hel,hel1,5,2009-06-07,2009-06-22,15,NA,NA,NA,1,1,1,8,149,12,NA,NA
hel,hel1,50,2009-06-07,2009-06-22,15,NA,NA,NA,1,1,1,0,55,39,NA,NA
hel,hel1,150,2009-06-07,2009-06-22,15,NA,NA,NA,1,1,1,3,26,6,NA,NA
hel,hel1,500,2009-06-07,2009-06-22,15,NA,NA,NA,1,1,1,0,14,4,NA,NA
hel,hel2,5,2009-06-07,2009-06-22,15,NA,NA,NA,1,1,1,6,277,4,NA,NA
hel,hel2,50,2009-06-07,2009-06-22,15,NA,NA,NA,1,1,1,15,161,30,NA,NA
hel,hel2,150,2009-06-07,2009-06-22,7,NA,NA,NA,1,1,1,2,28,84,NA,NA
hel,hel2,500,2009-06-07,2009-06-22,7,NA,NA,NA,1,1,1,1,20,25,NA,NA
myv,btl,5,2009-06-16,2009-06-23,7,NA,NA,NA,1,1,1,1,151,3,NA,NA
myv,btl,50,2009-06-16,2009-06-23,7,NA,NA,NA,1,1,1,2,85,2,NA,NA
myv,btl,150,2009-06-16,2009-06-23,7,NA,NA,NA,1,1,1,5,103,0,NA,NA
myv,flg,5,2009-06-16,2009-06-23,7,NA,NA,NA,1,1,1,3,72,3,NA,NA
myv,flg,50,2009-06-16,2009-06-23,7,NA,NA,NA,1,1,1,5,85,0,NA,NA
myv,flg,150,2009-06-16,2009-06-23,7,NA,NA,NA,1,1,1,3,37,1,NA,NA
myv,flg,500,2009-06-16,2009-06-23,7,NA,NA,NA,1,1,1,3,8,0,NA,NA
myv,hag,5,2009-06-16,2009-06-23,7,NA,NA,NA,1,1,1,11,979,19,NA,NA
myv,hag,50,2009-06-16,2009-06-23,7,NA,NA,NA,1,1,1,2,274,10,NA,NA
myv,hag,150,2009-06-16,2009-06-23,7,NA,NA,NA,1,1,1,4,70,4,NA,NA
myv,hag,500,2009-06-16,2009-06-23,7,NA,NA,NA,1,1,1,0,17,7,NA,NA
myv,kal,5,2009-06-16,2009-06-23,7,NA,NA,NA,1,1,1,4,259,2,NA,NA
myv,kal,50,2009-06-16,2009-06-23,7,NA,NA,NA,1,1,1,17,42,4,NA,NA
myv,kal,150,2009-06-16,2009-06-23,7,NA,NA,NA,1,1,1,13,68,1,NA,NA
myv,non,5,2009-06-16,2009-06-23,7,NA,NA,NA,1,0.2863,1,2,222,0,NA,NA
myv,non,50,2009-06-16,2009-06-23,7,NA,NA,NA,1,1,1,8,83,5,NA,NA
myv,non,150,2009-06-16,2009-06-23,7,NA,NA,NA,1,1,1,9,47,3,NA,NA
myv,skf,5,2009-06-16,2009-06-23,7,NA,NA,NA,1,1,1,0,681,15,NA,NA
myv,skf,50,2009-06-16,2009-06-23,7,NA,NA,NA,1,1,1,1,160,12,NA,NA
myv,skf,150,2009-06-16,2009-06-23,7,NA,NA,NA,1,1,1,1,26,7,NA,NA
myv,skf,500,2009-06-16,2009-06-23,7,NA,NA,NA,1,1,1,1,20,4,NA,NA
myv,vin,5,2009-06-16,2009-06-23,7,NA,NA,NA,1,0.22904,1,2,234,10,NA,NA
myv,vin,50,2009-06-16,2009-06-23,7,NA,NA,NA,1,1,1,7,122,11,NA,NA
myv,vin,150,2009-06-16,2009-06-23,7,NA,NA,NA,1,1,1,10,33,0,NA,NA
myv,btl,5,2009-06-23,2009-07-05,12,NA,NA,NA,1,1,1,2,102,1,NA,NA
myv,btl,50,2009-06-23,2009-07-05,12,NA,NA,NA,1,1,1,0,85,2,NA,NA
myv,btl,150,2009-06-23,2009-07-05,12,NA,NA,NA,1,1,1,0,40,4,NA,NA
myv,flg,5,2009-06-23,2009-07-05,12,NA,NA,NA,1,1,1,0,157,5,NA,NA
myv,flg,50,2009-06-23,2009-07-05,12,NA,NA,NA,1,1,1,12,122,9,NA,NA
myv,flg,150,2009-06-23,2009-07-05,12,NA,NA,NA,1,1,1,3,18,4,NA,NA
myv,flg,500,2009-06-23,2009-07-05,12,NA,NA,NA,1,1,1,0,9,4,NA,NA
myv,hag,5,2009-06-23,2009-07-05,12,NA,NA,NA,1,1,1,0,668,5,NA,NA
myv,hag,50,2009-06-23,2009-07-05,12,NA,NA,NA,1,1,1,0,45,22,NA,NA
myv,hag,150,2009-06-23,2009-07-05,12,NA,NA,NA,1,1,1,0,8,22,NA,NA
myv,hag,500,2009-06-23,2009-07-05,12,NA,NA,NA,1,1,1,0,20,29,NA,NA
myv,kal,5,2009-06-23,2009-07-05,12,NA,NA,NA,1,1,1,1,230,0,NA,NA
myv,kal,50,2009-06-23,2009-07-05,12,NA,NA,NA,1,1,1,5,79,1,NA,NA
myv,kal,150,2009-06-23,2009-07-05,12,NA,NA,NA,1,1,1,3,67,4,NA,NA
myv,non,5,2009-06-23,2009-07-05,12,NA,NA,NA,1,1,1,1,613,9,NA,NA
myv,non,50,2009-06-23,2009-07-05,12,NA,NA,NA,1,1,1,1,194,6,NA,NA
myv,non,150,2009-06-23,2009-07-05,12,NA,NA,NA,1,1,1,0,42,6,NA,NA
myv,skf,5,2009-06-23,2009-07-05,12,NA,NA,NA,1,1,1,0,328,4,NA,NA
myv,skf,50,2009-06-23,2009-07-05,12,NA,NA,NA,1,1,1,0,312,6,NA,NA
myv,skf,150,2009-06-23,2009-07-05,12,NA,NA,NA,1,1,1,0,18,4,NA,NA
myv,skf,500,2009-06-23,2009-07-05,12,NA,NA,NA,1,1,1,0,4,5,NA,NA
myv,vin,5,2009-06-23,2009-07-05,12,NA,NA,NA,1,1,1,0,863,27,NA,NA
myv,vin,50,2009-06-23,2009-07-05,12,NA,NA,NA,1,1,1,6,92,7,NA,NA
myv,vin,150,2009-06-23,2009-07-05,12,NA,NA,NA,1,1,1,0,20,19,NA,NA
hel,hel1,5,2009-06-22,2009-07-10,18,NA,NA,NA,1,1,1,0,186,1,mostly brachycera,NA
hel,hel1,50,2009-06-22,2009-07-10,18,NA,NA,NA,1,1,1,0,125,0,6 headless weevils?,NA
hel,hel1,150,2009-06-22,2009-07-10,18,NA,NA,NA,1,1,1,0,22,0,NA,NA
hel,hel1,500,2009-06-22,2009-07-10,18,NA,NA,NA,1,1,1,0,10,0,NA,NA
hel,hel2,5,2009-06-22,2009-07-10,18,NA,NA,NA,1,1,1,0,173,1,mostly nematocera,NA
hel,hel2,50,2009-06-22,2009-07-10,18,NA,NA,NA,1,1,1,0,185,27,all brachycera,NA
hel,hel2,150,2009-06-22,2009-07-10,6,NA,NA,NA,1,1,1,0,24,9,mostly brachycera,NA
hel,hel2,500,2009-06-22,2009-07-10,6,NA,NA,NA,1,1,1,0,41,0,mainly nematocera,NA
myv,flg,5,2009-07-05,2009-07-14,9,NA,NA,NA,1,1,1,0,71,0,"no label, sample identified by process of elimination",NA
myv,flg,50,2009-07-05,2009-07-14,9,NA,NA,NA,1,1,1,0,68,0,NA,NA
myv,flg,150,2009-07-05,2009-07-14,9,NA,NA,NA,1,1,1,0,16,0,NA,NA
myv,flg,500,2009-07-05,2009-07-14,9,NA,NA,NA,1,1,1,0,3,0,NA,NA
myv,hag,5,2009-07-05,2009-07-14,9,NA,NA,NA,1,1,1,0,684,0,NA,NA
myv,hag,50,2009-07-05,2009-07-14,9,NA,NA,NA,1,1,1,0,309,0,NA,NA
myv,hag,150,2009-07-05,2009-07-14,9,NA,NA,NA,1,1,1,0,54,2,NA,NA
myv,hag,500,2009-07-05,2009-07-14,9,NA,NA,NA,1,1,1,1,21,3,NA,NA
myv,kal,5,2009-07-05,2009-07-14,9,NA,NA,NA,1,1,1,0,380,0,NA,NA
myv,kal,50,2009-07-05,2009-07-14,9,NA,NA,NA,1,1,1,0,156,0,NA,NA
myv,kal,150,2009-07-05,2009-07-14,9,NA,NA,NA,1,1,1,1,220,0,NA,NA
myv,non,5,2009-07-05,2009-07-14,9,NA,NA,NA,1,1,1,0,394,2,NA,NA
myv,non,50,2009-07-05,2009-07-14,9,NA,NA,NA,1,1,1,0,332,0,NA,NA
myv,non,150,2009-07-05,2009-07-14,9,NA,NA,NA,1,1,1,0,40,0,NA,NA
myv,skf,5,2009-07-05,2009-07-14,9,NA,NA,NA,1,1,1,0,51,0,NA,NA
myv,skf,50,2009-07-05,2009-07-14,9,NA,NA,NA,1,1,1,0,96,0,NA,NA
myv,skf,150,2009-07-05,2009-07-14,9,NA,NA,NA,1,1,1,1,14,0,NA,NA
myv,skf,500,2009-07-05,2009-07-14,9,NA,NA,NA,1,1,1,0,13,0,NA,NA
myv,vin,5,2009-07-05,2009-07-14,9,NA,NA,NA,1,1,1,0,236,0,NA,NA
myv,vin,50,2009-07-05,2009-07-14,9,NA,NA,NA,1,1,1,1,96,0,NA,NA
myv,vin,150,2009-07-05,2009-07-14,9,NA,NA,NA,1,1,1,0,27,0,NA,NA
myv,btl,5,2009-07-05,2009-07-16,11,NA,NA,NA,1,1,1,0,127,0,NA,NA
myv,btl,50,2009-07-05,2009-07-16,11,NA,NA,NA,1,1,1,0,434,0,NA,NA
myv,btl,150,2009-07-05,2009-07-16,11,NA,NA,NA,1,1,1,0,114,0,NA,NA
myv,btl,5,2009-07-16,2009-07-22,6,NA,NA,NA,1,0.06741,1,0,285,0,"1 brach, 1 lep",NA
myv,btl,50,2009-07-16,2009-07-22,6,NA,NA,NA,1,0.04494,1,0,515,0,brach,NA
myv,btl,150,2009-07-16,2009-07-22,6,NA,NA,NA,1,0.05322,1,0,476,0,brach,NA
myv,kal,5,2009-07-14,2009-07-22,8,NA,NA,NA,1,0.02247,1,0,350,0,"5 bibio, 1 syrph",NA
myv,kal,50,2009-07-14,2009-07-22,8,NA,NA,NA,1,0.05322,1,0,579,0,"5 brach, 1 lep",NA
myv,kal,150,2009-07-14,2009-07-22,8,NA,NA,NA,1,0.05322,1,0,357,0,NA,NA
myv,flg,5,2009-07-14,2009-07-23,9,NA,NA,NA,1,1,1,0,39,0,NA,NA
myv,flg,50,2009-07-14,2009-07-23,9,NA,NA,NA,1,1,1,0,228,0,NA,NA
myv,flg,150,2009-07-14,2009-07-23,9,NA,NA,NA,1,1,1,0,21,0,NA,NA
myv,flg,500,2009-07-14,2009-07-23,9,NA,NA,NA,1,1,1,0,3,0,NA,NA
myv,hag,5,2009-07-14,2009-07-23,9,NA,NA,NA,1,0.05726,1,0,418,0,NA,NA
myv,hag,50,2009-07-14,2009-07-23,9,NA,NA,NA,1,0.05322,1,0,221,0,NA,NA
myv,hag,150,2009-07-14,2009-07-23,9,NA,NA,NA,1,0.11452,1,0,238,0,NA,NA
myv,hag,500,2009-07-14,2009-07-23,9,NA,NA,NA,1,1,1,0,84,0,NA,NA
myv,non,5,2009-07-14,2009-07-23,9,NA,NA,NA,1,0.05726,1,0,446,0,NA,NA
myv,non,50,2009-07-14,2009-07-23,9,NA,NA,NA,1,0.05726,1,0,213,0,NA,NA
myv,non,150,2009-07-14,2009-07-23,9,NA,NA,NA,1,0.22904,1,0,251,0,NA,NA
myv,skf,5,2009-07-14,2009-07-23,9,NA,NA,NA,1,1,1,0,312,2,NA,NA
myv,skf,50,2009-07-14,2009-07-23,9,NA,NA,NA,1,1,1,0,451,0,NA,NA
myv,skf,150,2009-07-14,2009-07-23,9,NA,NA,NA,1,1,1,0,47,2,NA,NA
myv,skf,500,2009-07-14,2009-07-23,9,NA,NA,NA,1,1,1,0,14,1,NA,NA
myv,vin,5,2009-07-14,2009-07-23,9,NA,NA,NA,1,0.17178,1,0,225,0,NA,NA
myv,vin,50,2009-07-14,2009-07-23,9,NA,NA,NA,1,1,1,0,736,3,NA,NA
myv,vin,150,2009-07-14,2009-07-23,9,NA,NA,NA,1,1,1,0,133,8,NA,NA
hel,hel1,5,2009-07-10,2009-07-26,16,NA,NA,NA,1,1,1,0,67,0,NA,NA
hel,hel1,50,2009-07-10,2009-07-26,16,NA,NA,NA,1,1,1,0,34,0,NA,NA
hel,hel1,150,2009-07-10,2009-07-26,16,NA,NA,NA,1,1,1,0,17,0,NA,NA
hel,hel1,500,2009-07-10,2009-07-26,16,NA,NA,NA,1,1,1,0,27,0,NA,NA
hel,hel2,5,2009-07-10,2009-07-26,16,NA,NA,NA,1,1,1,0,22,0,NA,NA
hel,hel2,50,2009-07-10,2009-07-26,16,NA,NA,NA,1,1,1,0,77,0,NA,NA
hel,hel2,150,2009-07-10,2009-07-26,7,NA,NA,NA,1,1,1,0,15,0,NA,NA
hel,hel2,500,2009-07-10,2009-07-26,7,NA,NA,NA,1,1,1,0,9,0,NA,NA
myv,btl,5,2009-07-23,2009-07-30,7,NA,NA,NA,1,0.05726,1,0,291,0,NA,NA
myv,btl,50,2009-07-23,2009-07-30,7,NA,NA,NA,1,0.05726,1,0,415,0,NA,NA
myv,btl,150,2009-07-23,2009-07-30,7,NA,NA,NA,1,0.17178,1,3,252,0,NA,NA
myv,flg,5,2009-07-23,2009-07-30,7,NA,NA,NA,1,1,1,1,170,0,NA,NA
